id,year,category,nominee,artist
3683,1982,"Best Jazz Vocal Performance, Female",Gershwin Live!,Sarah Vaughan
3684,1982,"Best Jazz Vocal Performance, Male",An Evening With George Shearing & Mel Tormé,Mel Tormé
3685,1982,Best Jazz Vocal Performance Duo Or Group,Route 66,The Manhattan Transfer
3687,1982,"Best Jazz Instrumental Performance, Group",More Live,Phil Woods Quartet
3688,1982,"Best Jazz Instrumental Performance, Big Band",Warm Breeze,Count Basie
3707,1981,Record Of The Year,Bette Davis Eyes,Kim Carnes
3708,1981,Album Of The Year,Double Fantasy,John Lennon & Yoko Ono
3711,1981,"Best Pop Vocal Performance, Female","Lena Horne - The Lady And Her Music, Live On Broadway",Lena Horne
3712,1981,"Best Pop Vocal Performance, Male",Breakin' Away,Al Jarreau
3713,1981,Best Pop Vocal Performance By A Duo Or Group With Vocal,Boy From New York City,The Manhattan Transfer
3714,1981,Best Pop Instrumental Performance,The Theme From Hill Street Blues,Larry Carlton & Mike Post
3715,1981,"Best Rock Vocal Performance, Female",Fire And Ice,Pat Benatar
3716,1981,"Best Rock Vocal Performance, Male",Jessie's Girl,Rick Springfield
3717,1981,Best Rock Performance By A Duo Or Group With Vocal,Don't Stand So Close To Me,The Police
3718,1981,Best Rock Instrumental Performance,Behind My Camel,The Police
3719,1981,"Best R&B Vocal Performance, Female",Hold On I'm Comin',Aretha Franklin
3720,1981,"Best R&B Vocal Performance, Male",One Hundred Ways,James Ingram
3721,1981,Best R&B Performance By A Duo Or Group With Vocal,The Dude,Quincy Jones
3722,1981,Best R&B Instrumental Performance,All I Need Is You,David Sanborn
3724,1981,"Best Jazz Fusion Performance, Vocal Or Instrumental",Winelight,"Grover Washington, Jr."
3725,1981,"Best Country Vocal Performance, Female",9 To 5,Dolly Parton
3726,1981,"Best Country Vocal Performance, Male",(There's) No Gettin' Over Me,Ronnie Milsap
3727,1981,Best Country Performance By A Duo Or Group With Vocal,Elvira,The Oak Ridge Boys
3728,1981,Best Country Instrumental Performance,Country After All These Years,Chet Atkins
3730,1981,Best Gospel Performance Contemporary Or Inspirational,Priority,The Imperials
3731,1981,"Best Gospel Performance, Traditional",The Masters V,The Masters V
3732,1981,"Best Soul Gospel Performance, Contemporary",Don't Give Up,Andrae Crouch
3733,1981,"Best Soul Gospel Performance, Traditional",The Lord Will Make A Way,Al Green
3734,1981,Best Inspirational Performance,Amazing Grace,B.J. Thomas
3735,1981,Best Ethnic Or Traditional Recording,There Must Be A Better World Somewhere,B.B. King
3736,1981,Best Latin Recording,Guajira Pa La Jeva,Clare Fischer
3737,1981,Best Recording For Children,Sesame Country,"(The Muppets, Glen Campbell, Crystal Gayle, Loretta Lynn, Tanya Tucker)"
3738,1981,Best Comedy Recording,Rev. Du Rite,Richard Pryor
3739,1981,"Best Spoken Word, Documentary Or Drama Recording",Donovan's Brain,Orson Welles
3743,1981,Video Of The Year,Michael Nesmith In Elephant Parts,Michael Nesmith
3744,1981,"Best Jazz Vocal Performance, Female",Digital III At Montreaux,Ella Fitzgerald
3745,1981,"Best Jazz Vocal Performance, Male",Blue Rondo A La Turk,Al Jarreau
3746,1981,"Best Jazz Vocal Performance, Duo Or Group",Until I Met You (Corner Pocket),The Manhattan Transfer
3748,1981,"Best Jazz Instrumental Performance, Group","Chick Corea & Gary Burton In Concert - Zurich, October 28, 1979",Gary Burton & Chick Corea
3749,1981,"Best Jazz Instrumental Performance, Big Band",Walk On The Water,Gerry Mulligan
3966,1977,"Best Soul Gospel Performance, Traditional",James Cleveland Live At Carnegie Hall,James Cleveland
3768,1980,Record Of The Year,Sailing,Christopher Cross
3769,1980,Album Of The Year,Christopher Cross,Christopher Cross
3772,1980,"Best Pop Vocal Performance, Female",The Rose,Bette Midler
3773,1980,"Best Pop Vocal Performance, Male",This Is It,Kenny Loggins
3774,1980,Best Pop Performance By A Duo Or Group With Vocal,Guilty,Barbra Streisand & Barry Gibb
3775,1980,Best Pop Instrumental Performance,One On One,Bob James & Earl Klugh
3776,1980,"Best Rock Vocal Performance, Female",Crimes Of Passion,Pat Benatar
3777,1980,"Best Rock Vocal Performance, Male",Glass Houses,Billy Joel
3778,1980,Best Rock Performance By A Duo Or Group With Vocal,Against The Wind,Bob Seger & The Silver Bullet Band
3779,1980,Best Rock Instrumental Performance,Reggatta De Blanc,The Police
3780,1980,"Best R&B Vocal Performance, Female",Never Knew Love Like This Before,Stephanie Mills
3781,1980,"Best R&B Vocal Performance, Male",Give Me The Night,George Benson
3782,1980,Best R&B Performance By A Duo Or Group With Vocal,Shining Star,Manhattans
3783,1980,Best R&B Instrumental Performance,Off Broadway,George Benson
3785,1980,"Best Jazz Fusion Performance, Vocal Or Istrumental",Birdland,The Manhattan Transfer
3786,1980,"Best Country Vocal Performance, Female",Could I Have This Dance?,Anne Murray
3787,1980,"Best Country Vocal Performance, Male",He Stopped Loving Her Today,George Jones
3788,1980,Best Country Performance Duo Or Group,That Lovin' You Feelin' Again,Emmylou Harris & Roy Orbison
3789,1980,Best Country Instrumental Performance,Orange Blossom Special/Hoedown,Gilley's Urban Cowboy Band
3967,1977,Best Inspirational Performance,Home Where I Belong,B.J. Thomas
3791,1980,"Best Gospel Performance, Contemporary Or Inspirational",The Lord's Prayer,"Reba Rambo, Dony McGuire, B.J. Thomas, Andrae Crouch, Walter Hawkins, Tramaine Hawkins, Cynthia Clawson, The Archers"
3792,1980,"Best Gospel Performance, Traditional",We Come To Worship,Blackwood Brothers
3793,1980,"Best Soul Gospel Performance, Contemporary",Rejoice,Shirley Caesar
3794,1980,"Best Soul Gospel Performance, Traditional","Lord, Let Me Be An Instrument",James Cleveland & The Charles Fold Singers
3795,1980,Best Inspirational Performance,With My Song I Will Praise Him,Debby Boone
3796,1980,Best Ethnic Or Traditional Recording,Rare Blues,(Various Artists)
3797,1980,Best Latin Recording,La Onda Va Bien,Cal Tjader
3798,1980,Best Recording For Children,In Harmony/A Sesame Street Record,(Various Artists)
3799,1980,Best Comedy Recording,No Respect,Rodney Dangerfield
3800,1980,"Best Spoken Word, Documentary Or Drama","Gertrude Stein, Gertrude Stein, Gertrude Stein",Pat Carroll
3804,1980,"Best Jazz Vocal Performance, Female",A Perfect Match - Ella And Basie,Ella Fitzgerald
3805,1980,"Best Jazz Vocal Performance, Male",Moody's Mood,George Benson
3807,1980,"Best Jazz Instrumental Performance, Group",We Will Meet Again,Bill Evans
3808,1980,"Best Jazz Instrumental Performance, Big Band",On The Road,Count Basie
3828,1979,Record Of The Year,What A Fool Believes,The Doobie Brothers
3829,1979,Album Of The Year,52nd Street,Billy Joel
3831,1979,Best New Artist,Rickie Lee Jones,Rickie Lee Jones
3832,1979,"Best Pop Vocal Performance, Female",I'll Never Love This Way Again,Dionne Warwick
3833,1979,"Best Pop Vocal Performance, Male",52nd Street,Billy Joel
3834,1979,"Best Pop Vocal Performance By A Duo, Group Or Chorus",Minute By Minute,The Doobie Brothers
3835,1979,Best Pop Instrumental Performance,Rise,Herb Alpert
3836,1979,"Best Rock Vocal Performance, Female",Hot Stuff,Donna Summer
3837,1979,"Best Rock Vocal Performance, Male",Gotta Serve Somebody,Bob Dylan
3838,1979,Best Rock Vocal Performance By A Duo Or Group,Heartache Tonight,Eagles
3839,1979,Best Rock Instrumental Performance,Rockestra Theme,Paul McCartney & Wings
3840,1979,"Best R&B Vocal Performance, Female",Deja Vu,Dionne Warwick
3841,1979,"Best R&B Vocal Performance, Male",Don't Stop 'til You Get Enough,Michael Jackson
3842,1979,"Best R&B Vocal Performance By A Duo, Group Or Chorus",After The Love Has Gone,"Earth, Wind & Fire"
3843,1979,Best R&B Instrumental Performance,Boogie Wonderland,"Earth, Wind & Fire"
3845,1979,Best Disco Recording,I Will Survive,Gloria Gaynor
3846,1979,"Best Country Vocal Performance, Female",Blue Kentucky Girl,Emmylou Harris
3847,1979,"Best Country Vocal Performance, Male",The Gambler,Kenny Rogers
3848,1979,Best Country Vocal Performance By A Duo Or Group,The Devil Went Down To Georgia,The Charlie Daniels Band
3849,1979,Best Country Instrumental Performance,Big Sandy/Leather Britches,Doc Watson & Merle Watson
3851,1979,"Best Gospel Performance, Contemporary Or Inspirational",Heed The Call,The Imperials
3852,1979,"Best Gospel Performance, Traditional",Lift Up The Name Of Jesus,Blackwood Brothers
3853,1979,"Best Soul Gospel Performance, Contemporary",I'll Be Thinking Of You,Andrae Crouch
3854,1979,"Best Soul Gospel Performance, Traditional",Changing Times,Mighty Clouds Of Joy
3855,1979,Best Inspirational Performance,You Gave Me Love (When Nobody Gave Me A Prayer),B.J. Thomas
3856,1979,Best Ethnic Or Traditional Recording,"Muddy ""Mississippi"" Waters Live",Muddy Waters
3857,1979,Best Latin Recording,Irakere,Irakere
3858,1979,Best Recording For Children,The Muppet Movie,(The Muppets)
3859,1979,Best Comedy Recording,Reality...What A Concept,Robin Williams
3860,1979,"Best Spoken Word, Documentary Or Drama Recording",Ages Of Man - Readings From Shakespeare,John Gielgud
3864,1979,"Best Jazz Fusion Performance, Vocal Or Instrumental",8:30,Weather Report
3865,1979,Best Jazz Vocal Performance,Fine And Mellow,Ella Fitzgerald
3867,1979,"Best Jazz Instrumental Performance, Group",Duet,Chick Corea & Gary Burton
3868,1979,"Best Jazz Instrumental Performance, Big Band","Duke Ellington At Fargo, 1940 Live",Duke Ellington
3886,1978,Record Of The Year,Just The Way You Are,Billy Joel
3887,1978,Album Of The Year,Saturday Night Fever - Soundtrack,(Various Artists)
3890,1978,"Best Pop Vocal Performance, Female",You Needed Me,Anne Murray
3891,1978,"Best Pop Vocal Performance, Male",Copacabana (At The Copa),Barry Manilow
3892,1978,"Best Pop Vocal Performance By A Duo, Group Or Chorus",Saturday Night Fever,Bee Gees
3893,1978,Best Pop Instrumental Performance,Children Of Sanchez,Chuck Mangione
3894,1978,"Best R&B Vocal Performance, Female",Last Dance,Donna Summer
3895,1978,"Best R&B Vocal Performance, Male",On Broadway,George Benson
3896,1978,"Best R&B Vocal Performance By A Duo, Group Or Chorus",All 'n All,"Earth, Wind & Fire"
3897,1978,Best R&B Instrumental Performance,Runnin',"Earth, Wind & Fire"
3899,1978,"Best Country Vocal Performance, Female",Here You Come Again,Dolly Parton
3900,1978,"Best Country Vocal Performance, Male",Georgia On My Mind,Willie Nelson
3901,1978,Best Country Vocal Performance By A Duo Or Group,Mamas Don't Let Your Babies Grow Up To Be Cowboys,Waylon Jennings & Willie Nelson
3902,1978,Best Country Instrumental Performance,One O'Clock Jump,Asleep At The Wheel
3909,1978,Best Ethnic Or Traditional Recording,I'm Ready,Muddy Waters
3910,1978,Best Latin Recording,Homenaje a Beny More,Tito Puente
3911,1978,Best Recording For Children,The Muppet Show,(The Muppets)
3912,1978,Best Comedy Recording,A Wild And Crazy Guy,Steve Martin
3913,1978,Best Spoken Word Recording,Citizen Kane,Orson Welles
3917,1978,Best Jazz Vocal Performance,All Fly Home,Al Jarreau
3919,1978,"Best Jazz Instrumental Performance, Group",Friends,Chick Corea
3920,1978,"Best Jazz Instrumental Performance, Big Band",Live In Munich,Thad Jones & Mel Lewis
3965,1977,"Best Soul Gospel Performance, Contemporary",Wonderful!,Edwin Hawkins & The Edwin Hawkins Singers
3938,1977,Record Of The Year,Hotel California,Eagles
3939,1977,Album Of The Year,Rumours,Fleetwood Mac
3950,1977,Best Jazz Vocal Performance,Look To The Rainbow,Al Jarreau
3952,1977,Best Jazz Performance By A Group,The Phil Woods Six - Live From The Showboat,Phil Woods
3953,1977,Best Jazz Performance By A Big Band,Prime Time,Count Basie
3954,1977,"Best Pop Vocal Performance, Female",Love Theme From A Star Is Born (Evergreen),Barbra Streisand
3955,1977,"Best Pop Vocal Performance, Male",Handy Man,James Taylor
3956,1977,Best Pop Vocal Performance By A Group,How Deep Is Your Love,Bee Gees
3957,1977,Best Pop Instrumental Recording,Star Wars,John Williams
3958,1977,"Best R&B Vocal Performance, Female",Don't Leave Me This Way,Thelma Houston
3959,1977,"Best R&B Vocal Performance, Male",Unmistakably Lou,Lou Rawls
3960,1977,"Best R&B Vocal Performance By A Duo, Group Or Chorus",Best Of My Love,Emotions
3961,1977,Best R&B Instrumental Performance,Q,Brothers Johnson
3963,1977,"Best Gospel Performance, Contemporary Or Insprirational",Sail On,The Imperials
3968,1977,"Best Country Vocal Performance, Female",Don't It Make My Brown Eyes Blue,Crystal Gayle
3969,1977,"Best Country Vocal Performance, Male",Lucille,Kenny Rogers
3970,1977,Best Country Vocal Performance By A Duo Or Group,Heaven's Just A Sin Away,The Kendalls
3971,1977,Best Country Instrumental Performance,Country Instrumentalist Of The Year,"Hargus ""Pig"" Robbins"
3973,1977,Best Ethnic Or Traditional Recording,Hard Again,Muddy Waters
3974,1977,Best Latin Recording,Dawn,Mongo Santamaria
3975,1977,Best Recording For Children,Aren't You Glad You're You,(Various Artists)
3976,1977,Best Comedy Recording,Let's Get Small,Steve Martin
3977,1977,Best Spoken Word Recording,The Belle Of Amherst,Julie Harris
3990,1976,Record Of The Year,This Masquerade,George Benson
3991,1976,Album Of The Year,Songs In The Key Of Life,Stevie Wonder
4001,1976,Best Jazz Vocal Performance,Fitzgerald And Pass...Again,Ella Fitzgerald
4003,1976,Best Jazz Performance By A Group,The Leprechaun,Chick Corea
4004,1976,Best Jazz Performance By A Big Band,The Ellington Suites,Duke Ellington
4005,1976,"Best Pop Vocal Performance, Female",Hasten Down The Wind,Linda Ronstadt
4006,1976,"Best Pop Vocal Performance, Male",Songs In The Key Of Life,Stevie Wonder
4007,1976,"Best Pop Vocal Performance By A Duo, Group Or Chorus",If You Leave Me Now,Chicago
4008,1976,Best Pop Instrumental Performance,Breezin',George Benson
4009,1976,"Best R&B Vocal Performance, Female",Sophisticated Lady (She's A Different Lady),Natalie Cole
4010,1976,"Best R&B Vocal Performance, Male",I Wish,Stevie Wonder
4011,1976,"Best R&B Vocal Performance By A Duo, Group Or Chorus",You Don't Have To Be A Star (To Be In My Show),"Marilyn McCoo & Billy Davis, Jr."
4012,1976,Best R&B Instrumental Performance,Theme From Good King Bad,George Benson
4014,1976,Best Soul Gospel Performance,How I Got Over,Mahalia Jackson
4015,1976,"Best Country Vocal Performance, Female",Elite Hotel,Emmylou Harris
4016,1976,"Best Country Vocal Performance, Male",(I'm A) Stand By My Woman Man,Ronnie Milsap
4017,1976,Best Country Vocal Performance By A Duo Or Group,The End Is Not In Sight (The Cowboy Tune),Amazing Rhythm Aces
4018,1976,Best Country Instrumental Performance,Chester And Lester,Chet Atkins & Les Paul
4020,1976,Best Inspirational Performance,"The Astonishing, Outrageous, Amazing, Incredible, Unbelievable, Different World of Gary S. Paxton",Gary S. Paxton
4021,1976,Best Gospel Performance (Other Than Soul Gospel),Where The Soul Never Dies,The Oak Ridge Boys
4022,1976,Best Ethnic Or Traditional Recording,Mark Twang,John Hartford
4023,1976,Best Latin Recording,Unfinished Masterpiece,Eddie Palmieri
4024,1976,Best Recording For Children,Prokofiev: Peter And The Wolf/Saint-Saens: Carnival Of The Animals,Karl Bohm & Hermione Gingold
4025,1976,Best Comedy Recording,Bicentennial Nigger,Richard Pryor
4026,1976,Best Spoken Word Recording,Great American Documents,"Helen Hayes, Orson Welles, Henry Fonda & James Earl Jones"
4039,1975,Record Of The Year,Love Will Keep Us Together,Captain & Tennille
4040,1975,Album Of The Year,Still Crazy After All These Years,Paul Simon
4051,1975,Best Jazz Performance By A Group,No Mystery,Chick Corea & Return To Forever
4052,1975,Best Jazz Performance By A Big Band,Images,Michel Legrand & Phil Woods
4053,1975,"Best Pop Vocal Performance, Female",At Seventeen,Janis Ian
4054,1975,"Best Pop Vocal Performance, Male",Still Crazy After All These Years,Paul Simon
4055,1975,"Best Pop Vocal Performance By A Duo, Group Or Chorus",Lyin' Eyes,Eagles
4056,1975,Best Pop Instrumental Performance,The Hustle,Van McCoy
4057,1975,"Best R&B Vocal Performance, Female",This Will Be,Natalie Cole
4058,1975,"Best R&B Vocal Performance, Male",Living For The City,Ray Charles
4059,1975,"Best R&B Vocal Performance By A Duo, Group Or Chorus",Shining Star,"Earth, Wind & Fire"
4060,1975,Best R&B Instrumental Performance,"Fly, Robin, Fly",Silver Convention
4062,1975,Best Soul Gospel Performance,Take Me Back,Andrae Crouch & The Disciples
4063,1975,"Best Country Vocal Performance, Female",I Can't Help It (If I'm Still In Love With You),Linda Ronstadt
4064,1975,"Best Country Vocal Performance, Male",Blue Eyes Crying In The Rain,Willie Nelson
4065,1975,Best Country Vocal Performance By A Duo Or Group,Lover Please,Kris Kristofferson & Rita Coolidge
4066,1975,Best Country Instrumental Performance,The Entertainer,Chet Atkins
4068,1975,Best Inspirational Performance,"Jesus, We Just Want To Thank You",The Bill Gaither Trio
4069,1975,Best Gospel Performance (Other Than Soul Gospel),No Shortage,The Imperials
4070,1975,Best Ethnic Or Traditional Recording,The Muddy Waters Woodstock Album,Muddy Waters
4071,1975,Best Latin Recording,Sun Of Latin Music,Eddie Palmieri
4072,1975,Best Recording For Children,The Little Prince,Richard Burton
4073,1975,Best Comedy Recording,Is It Something I Said?,Richard Pryor
4074,1975,Best Spoken Word Recording,Give 'Em Hell Harry,James Whitmore
4087,1974,Record Of The Year,I Honestly Love You,Olivia Newton-John
4088,1974,Album Of The Year,Fulfillingness' First Finale,Stevie Wonder
4100,1974,Best Jazz Performance By A Group,The Trio,"Joe Pass, Oscar Peterson & Niels Pedersen"
4101,1974,Best Jazz Performance By A Big Band,Thundering Herd,Woody Herman
4102,1974,"Best Pop Vocal Performance, Female",I Honestly Love You,Olivia Newton-John
4103,1974,"Best Pop Vocal Performance, Male",Fulfillingness' First Finale,Stevie Wonder
4104,1974,"Best Pop Vocal Performance By A Duo, Group Or Chorus",Band On The Run,Paul McCartney & Wings
4105,1974,Best Pop Instrumental Performance,The Entertainer,Marvin Hamlisch
4106,1974,"Best R&B Vocal Performance, Female",Ain't Nothing Like The Real Thing,Aretha Franklin
4107,1974,"Best R&B Vocal Performance, Male",Boogie On Reggae Woman,Stevie Wonder
4108,1974,"Best R&B Vocal Performance By A Duo, Group Or Chorus",Tell Me Something Good,Rufus
4109,1974,Best R&B Instrumental Performance,The Sound Of Philadelphia,MFSB
4111,1974,Best Soul Gospel Performance,In The Ghetto,James Cleveland & The Southern California Community Choir
4112,1974,"Best Country Vocal Performance, Female",Love Song,Anne Murray
4113,1974,"Best Country Vocal Performance, Male",Please Don't Tell Me How The Story Ends,Ronnie Milsap
4114,1974,Best Country Vocal Performance By A Duo Or Group,Fairytale,The Pointer Sisters
4115,1974,Best Country Instrumental Performance,The Atkins-Travis Traveling Show,Chet Atkins & Merle Travis
4117,1974,Best Inspirational Performance (Non-Classical),How Great Thou Art,Elvis Presley
4118,1974,Best Gospel Performance (Other Than Soul Gospel),The Baptism Of Jesse Taylor,The Oak Ridge Boys
4119,1974,Best Ethnic Or Traditional Recording,Two Days In November,Merle Watson & Doc Watson
4120,1974,Best Recording For Children,Winnie The Pooh And Tigger Too,"Sterling Holloway, Sebastian Cabot & Paul Winchell"
4121,1974,Best Comedy Recording,That Nigger's Crazy,Richard Pryor
4122,1974,Best Spoken Word Recording,Good Evening,Dudley Moore & Peter Cook
4135,1973,Record Of The Year,Killing Me Softly With His Song,Roberta Flack
4136,1973,Album Of The Year,Innervisions,Stevie Wonder
4148,1973,"Best Pop Vocal Performance, Female",Killing Me Softly With His Song,Roberta Flack
4149,1973,"Best Pop Vocal Performance, Male",You Are The Sunshine Of My Life,Stevie Wonder
4150,1973,"Best Pop Vocal Performance By A Duo, Group Or Chorus",Neither One Of Us (Wants To Be The First To Say Goodbye),Gladys Knight & The Pips
4151,1973,Best Pop Instrumental Performance,Also Sprach Zarathustra (2001),Eumir Deodato
4152,1973,"Best R&B Vocal Performance, Female",Master Of Eyes,Aretha Franklin
4153,1973,"Best R&B Vocal Performance, Male",Superstition,Stevie Wonder
4154,1973,"Best R&B Vocal Performance By A Duo, Group Or Chorus",Midnight Train To Georgia,Gladys Knight & The Pips
4155,1973,Best R&B Instrumental Performance,Hang On Sloopy,Ramsey Lewis
4157,1973,Best Soul Gospel Performance,Loves Me Like A Rock,Dixie Hummingbirds
4158,1973,"Best Country Vocal Performance, Female",Let Me Be There,Olivia Newton-John
4159,1973,"Best Country Vocal Performance, Male",Behind Closed Doors,Charlie Rich
4160,1973,Best Country Vocal Performance By A Duo Or Group,From The Bottle To The Bottom,Kris Kristofferson & Rita Coolidge
4161,1973,Best Country Instrumental Performance,Dueling Banjos,Steve Mandell & Eric Weissberg
4163,1973,Best Inspirational Performance,Let's Just Praise The Lord,The Bill Gaither Trio
4164,1973,Best Gospel Performance (Other Than Soul Gospel),Release Me (From My Sin),Blackwood Brothers
4165,1973,Best Ethnic Or Traditional Recording (Including Traditional Blues),Then And Now,Doc Watson
4166,1973,Best Recording For Children,Sesame Street Live,(Sesame Street Cast)
4167,1973,Best Comedy Recording,Los Cochinos,Cheech & Chong
4168,1973,Best Spoken Word Recording,Jonathan Livingston Seagull,Richard Harris
4181,1972,Record Of The Year,The First Time Ever I Saw Your Face,Roberta Flack
4182,1972,Album Of The Year,The Concert For Bangla Desh,"George Harrison, Ravi Shankar, Bob Dylan, Leon Russell, Ringo Starr, Billy Preston, Eric Clapton & Klaus Voormann"
4192,1972,Best Jazz Performance By A Group,First Light,Freddie Hubbard
4193,1972,Best Jazz Performance By A Big Band,Toga Brava Suite,Duke Ellington
4194,1972,"Best Pop Vocal Performance, Female",I Am Woman,Helen Reddy
4195,1972,"Best Pop Vocal Performance, Male",Without You,Harry Nilsson
4196,1972,"Best Pop Vocal Performance By A Duo, Group Or Chorus",Where Is The Love,Donny Hathaway & Roberta Flack
4197,1972,Best Pop Instrumental Performance By An Instrumental Performer,Outa-Space,Billy Preston
4198,1972,"Best Pop Instrumental Performance By An Arranger, Composer, Orchestra And/Or Choral Leader",Black Moses,Isaac Hayes
4199,1972,"Best R&B Vocal Performance, Female","Young, Gifted And Black",Aretha Franklin
4200,1972,"Best R&B Vocal Performance, Male",Me And Mrs. Jones,Billy Paul
4201,1972,"Best R&B Vocal Performance By A Duo, Group Or Chorus",Papa Was A Rollin' Stone,The Temptations
4202,1972,Best R&B Instrumental Performance,Papa Was A Rollin' Stone,The Temptations & Paul Riser
4204,1972,Best Soul Gospel Performance,Amazing Grace,Aretha Franklin
4205,1972,"Best Country Vocal Performance, Female",Happiest Girl In The Whole USA,Donna Fargo
4206,1972,"Best Country Vocal Performance, Male",Charley Pride Sings Heart Songs,Charley Pride
4207,1972,Best Country Vocal Performance By A Duo Or Group,Class Of '57,The Statler Brothers
4208,1972,Best Country Instrumental Performance,Charlie McCoy/The Real McCoy,Charlie McCoy
4210,1972,Best Inspirational Performance,He Touched Me,Elvis Presley
4211,1972,Best Gospel Performance (Other Than Soul Gospel),L-O-V-E,Blackwood Brothers
4212,1972,Best Ethnic Or Traditional Recording (Including Traditional Blues),The London Muddy Waters Session,Muddy Waters
4213,1972,Best Recording For Children,The Electric Company,Rita Moreno & Bill Cosby
4214,1972,Best Comedy Recording,FM And AM,George Carlin
4215,1972,Best Spoken Word Recording,Lenny,(Original Cast)
4228,1971,Record Of The Year,It's Too Late,Carole King
4229,1971,Album Of The Year,Tapestry,Carole King
4237,1971,"Best Pop Vocal Performance, Female",Tapestry,Carole King
4238,1971,"Best Pop Vocal Performance, Male",You've Got A Friend,James Taylor
4239,1971,Best Pop Vocal Performance By A Duo Or Group,Carpenters,Carpenters
4240,1971,Best Pop Instrumental Performance,Smackwater Jack,Quincy Jones
4241,1971,"Best R&B Vocal Performance, Female",Bridge Over Troubled Water,Aretha Franklin
4242,1971,"Best R&B Vocal Performance, Male",A Natural Man,Lou Rawls
4243,1971,Best R&B Vocal Performance By A Group,Proud Mary,Ike & Tina Turner
4245,1971,Best Soul Gospel Performance,Put Your Hand In The Hand Of The Man From Galilee,Shirley Caesar
4246,1971,"Best Country Vocal Performance, Female",Help Me Make It Through The Night,Sammi Smith
4247,1971,"Best Country Vocal Performance, Male","When You're Hot, You're Hot",Jerry Reed
4248,1971,Best Country Vocal Performance By A Duo Or Group,After The Fire Is Gone,Conway Twitty & Loretta Lynn
4249,1971,Best Country Instrumental Performance,Snowbird,Chet Atkins
4251,1971,Best Sacred Performance,Did You Think To Pray,Charley Pride
4252,1971,Best Gospel Performance (Other Than Soul Gospel),Let Me Live,Charley Pride
4253,1971,Best Ethnic Or Traditional Recording,They Call Me Muddy Waters,Muddy Waters
4257,1971,Best Recording For Children,Bill Cosby Talks To Kids About Drugs,Bill Cosby
4258,1971,Best Comedy Recording,This Is A Recording,Lily Tomlin
4259,1971,Best Spoken Word Recording,Desiderata,Les Crane
4260,1971,Best Jazz Performance By A Soloist,The Bill Evans Album,Bill Evans Trio
4261,1971,Best Jazz Performance By A Group,The Bill Evans Album,Bill Evans Trio
4262,1971,Best Jazz Performance By A Big Band,New Orleans Suite,Duke Ellington
4272,1970,Record Of The Year,Bridge Over Troubled Water,Simon And Garfunkel
4273,1970,Album Of The Year,Bridge Over Troubled Water,Simon And Garfunkel
4281,1970,"Best Contemporary Vocal Performance, Female",I'll Never Fall In Love Again,Dionne Warwick
4282,1970,"Best Contemporary Vocal Performance, Male",Everything Is Beautiful,Ray Stevens
4283,1970,"Best Contemporary Vocal Performance By A Duo, Group Or Chorus",Close To You,Carpenters
4284,1970,Best Contemporary Instrumental Performance,"Theme From ""Z"" And Other Film Music",Henry Mancini
4285,1970,Best Contemporary Song,Bridge Over Troubled Water,(Simon And Garfunkel)
4286,1970,"Best R&B Vocal Performance, Female",Don't Play That Song,Aretha Franklin
4287,1970,"Best R&B Vocal Performance, Male",The Thrill Is Gone,B.B. King
4288,1970,"Best R&B Performance By A Duo Or Group, Vocal Or Instrumental",Didn't I (Blow Your Mind This Time),The Delfonics
4290,1970,Best Soul Gospel Performance,Every Man Wants To Be Free,Edwin Hawkins Singers
4291,1970,"Best Country Vocal Performance, Female",Rose Garden,Lynn Anderson
4292,1970,"Best Country Vocal Performance, Male",For The Good Times,Ray Price
4293,1970,Best Country Vocal Performance By A Duo Or Group,If I Were A Carpenter,Johnny Cash And June Carter
4294,1970,Best Country Instrumental Performance,Me And Jerry,Jerry Reed & Chet Atkins
4296,1970,Best Sacred Performance (Musical),Everything Is Beautiful,Jake Hess
4297,1970,Best Gospel Performance (Other Than Soul Gospel),Talk About The Good Times,The Oak Ridge Boys
4298,1970,Best Ethnic Or Traditional Recording (Including Traditional Blues),Good Feelin',T-Bone Walker
4302,1970,Best Recording For Children,Sesame Street,(The Muppets)
4303,1970,Best Comedy Recording,The Devil Made Me Buy This Dress,Flip Wilson
4304,1970,Best Spoken Word Recording,Why I Oppose The War In Vietnam,Martin Luther King Jr.
4305,1970,Best Jazz Performance - Small Group Or Soloist With Small Group,Alone,Bill Evans
4306,1970,Best Jazz Performance - Large Group Or Soloist With Large Group,Bitches Brew,Miles Davis
4315,1969,Record Of The Year,Aquarius/Let The Sunshine In (The Flesh Failures),5th Dimension
4316,1969,Album Of The Year,"Blood, Sweat And Tears","Blood, Sweat And Tears"
4324,1969,"Best Contemporary Vocal Performance, Female",Is That All There Is?,Peggy Lee
4325,1969,"Best Contemporary Vocal Performance, Male",Everybody's Talkin',Harry Nilsson
4326,1969,Best Contemporary Vocal Performance By A Group,Aquarius/Let The Sunshine In (The Flesh Failures),5th Dimension
4327,1969,Best Contemporary Performance By A Chorus,Love Theme From Romeo And Juliet,Percy Faith Orchestra And Chorus
4328,1969,Best Contemporary Instrumental Performance,Variations On A Theme By Eric Satie,"Blood, Sweat And Tears"
4329,1969,Best Contemporary Song,Games People Play,(Joe South)
4330,1969,"Best R&B Vocal Performance, Female",Share Your Love With Me,Aretha Franklin
4331,1969,"Best R&B Vocal Performance, Male",The Chokin' Kind,Joe Simon
